Fecha,TMAX,TMIN,Prec,TMEDIA,GD_Tb2,Fuente,TipoDato,CalidadDato,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-08-01,17.000,6.000,0.000,11.500,9.500,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-08-01T12:04:11+00:00
2026-08-02,20.000,7.000,0.000,13.500,11.500,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-08-01T12:04:11+00:00
2026-08-03,18.000,8.000,0.800,13.000,11.000,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-08-01T12:04:11+00:00
2026-08-04,18.000,3.000,0.000,10.500,8.500,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-08-01T12:04:11+00:00
2026-08-05,15.000,8.000,11.100,11.500,9.500,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-08-01T12:04:11+00:00
2026-08-06,15.000,4.000,4.900,9.500,7.500,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-08-01T12:04:11+00:00
2026-08-07,12.000,3.000,0.000,7.500,5.500,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-08-01T12:04:11+00:00
2026-08-08,13.000,1.000,0.000,7.000,5.000,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-08-01T12:04:11+00:00
2026-08-09,15.000,0.000,0.000,7.500,5.500,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-08-01T12:04:11+00:00
2026-08-10,17.000,-1.000,0.000,8.000,6.000,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-08-01T12:04:11+00:00
2026-08-11,19.000,5.000,0.000,12.000,10.000,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-08-01T12:04:11+00:00
2026-08-12,22.000,7.000,0.000,14.500,12.500,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-08-01T12:04:11+00:00
2026-08-13,22.000,9.000,0.000,15.500,13.500,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-08-01T12:04:11+00:00
2026-08-14,18.000,10.000,2.400,14.000,12.000,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-08-01T12:04:11+00:00
