Fecha,TMAX,TMIN,Prec,TMEDIA,GD_Tb2,Fuente,TipoDato,CalidadDato,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-09-03,16.000,3.000,0.000,9.500,7.500,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-09-03T14:55:40+00:00
2026-09-04,15.000,1.000,0.900,8.000,6.000,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-09-03T14:55:40+00:00
2026-09-05,11.000,1.000,5.000,6.000,4.000,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-09-03T14:55:40+00:00
2026-09-06,11.000,1.000,0.100,6.000,4.000,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-09-03T14:55:40+00:00
2026-09-07,15.000,-2.000,0.000,6.500,4.500,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-09-03T14:55:40+00:00
2026-09-08,21.000,3.000,0.000,12.000,10.000,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-09-03T14:55:40+00:00
2026-09-09,22.000,7.000,0.000,14.500,12.500,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-09-03T14:55:40+00:00
2026-09-10,23.000,8.000,0.000,15.500,13.500,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-09-03T14:55:40+00:00
2026-09-11,12.000,2.000,1.800,7.000,5.000,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-09-03T14:55:40+00:00
2026-09-12,16.000,-1.000,0.000,7.500,5.500,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-09-03T14:55:40+00:00
2026-09-13,20.000,5.000,0.000,12.500,10.500,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-09-03T14:55:40+00:00
2026-09-14,24.000,9.000,0.000,16.500,14.500,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-09-03T14:55:40+00:00
2026-09-15,21.000,8.000,0.000,14.500,12.500,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-09-03T14:55:40+00:00
2026-09-16,16.000,5.000,0.600,10.500,8.500,METEOBAHIA_XML_CORONEL_FALCON,Pronostico,Pronostico_deterministico_Coronel_Falcon,,,,2026-09-03T14:55:40+00:00
